network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,attack_detected,protocol_type_TCP,protocol_type_UDP,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
340,3,550,0,1,0,1,1,0,1,0,0,0,0
715,5,373,0,0,0,0,0,1,0,0,0,1,0
504,3,1846,0,1,0,0,1,0,1,0,0,0,0
880,1,981,0,1,0,0,0,1,0,0,0,0,1
487,5,546,0,2,0,1,1,0,1,0,0,0,0
358,4,437,0,0,0,0,0,1,1,0,0,0,0
197,3,1366,0,4,0,1,1,0,1,0,0,0,0
139,3,151,0,2,0,1,1,0,1,0,0,0,0
183,5,872,0,2,0,0,0,1,0,0,0,1,0
553,7,16,0,0,1,1,1,0,0,1,0,0,0
601,4,5,0,4,0,1,0,1,0,1,0,0,0
183,4,2148,0,2,0,0,0,1,1,0,0,0,0
679,5,577,0,1,0,0,0,1,1,0,0,0,0
403,4,302,0,2,0,1,0,1,0,0,0,0,1
529,1,1266,0,1,0,1,1,0,1,0,0,0,0
822,1,3350,0,1,1,1,1,0,1,0,0,0,0
679,6,28,0,2,0,0,1,0,1,0,0,0,0
446,4,30,0,3,0,1,1,0,1,0,0,0,0
321,3,1543,0,3,0,1,1,0,0,0,0,0,1
69,2,650,0,1,0,0,1,0,0,0,1,0,0
356,7,1714,0,2,0,1,1,0,1,0,0,0,0
457,2,949,0,3,0,1,1,0,0,0,1,0,0
302,3,508,0,0,0,0,1,0,0,0,1,0,0
473,3,140,0,1,0,1,0,1,0,0,1,0,0
515,3,395,0,2,0,0,1,0,1,0,0,0,0
455,5,1237,0,2,0,0,1,0,1,0,0,0,0
369,3,213,0,0,1,0,0,1,0,1,0,0,0
533,4,996,0,2,0,1,1,0,0,0,0,1,0
588,4,227,0,3,0,1,0,0,1,0,0,0,0
281,7,498,0,1,0,1,1,0,0,1,0,0,0
782,4,71,0,0,0,0,1,0,1,0,0,0,0
480,1,485,0,3,1,1,1,0,1,0,0,0,0
503,5,758,0,1,0,0,0,1,0,0,1,0,0
641,5,662,0,2,1,0,1,0,0,0,1,0,0
546,3,417,0,2,0,0,0,1,0,0,0,1,0
690,5,369,0,1,0,0,1,0,0,0,0,1,0
557,5,257,0,1,0,1,1,0,1,0,0,0,0
377,5,1165,0,2,0,0,1,0,1,0,0,0,0
572,4,1220,0,2,0,0,1,0,0,1,0,0,0
271,2,527,0,0,0,0,1,0,1,0,0,0,0
521,1,385,0,1,1,0,0,1,0,0,1,0,0
493,1,811,0,3,0,1,1,0,0,0,1,0,0
458,5,652,0,2,0,0,1,0,0,1,0,0,0
474,2,880,0,0,0,0,1,0,1,0,0,0,0
123,1,292,0,1,0,0,0,1,0,1,0,0,0
390,3,1242,0,0,0,0,0,0,1,0,0,0,0
518,3,304,0,1,0,0,0,1,1,0,0,0,0
531,4,434,0,2,0,0,0,0,0,0,0,1,0
294,6,113,0,0,0,0,0,1,1,0,0,0,0
753,8,1546,0,1,0,1,0,0,1,0,0,0,0
326,3,826,0,1,0,0,0,1,1,0,0,0,0
693,5,214,0,1,0,0,1,0,0,1,0,0,0
585,4,1526,0,0,0,0,1,0,0,1,0,0,0
370,6,976,0,1,1,0,1,0,1,0,0,0,0
855,7,466,0,0,0,1,1,0,1,0,0,0,0
261,9,3671,0,1,0,1,1,0,1,0,0,0,0
683,2,329,0,1,0,0,1,0,0,1,0,0,0
700,4,83,0,2,0,0,0,1,1,0,0,0,0
365,5,1057,0,2,0,0,1,0,1,0,0,0,0
778,1,1131,0,0,0,0,0,1,0,0,1,0,0
449,4,48,0,3,0,1,0,1,1,0,0,0,0
557,6,1369,0,2,0,0,0,0,1,0,0,0,0
552,2,1196,0,0,0,0,0,1,0,0,1,0,0
473,3,2122,0,1,0,0,0,1,1,0,0,0,0
662,3,100,0,1,0,0,1,0,0,1,0,0,0
658,5,734,0,2,0,0,1,0,0,0,0,1,0
150,4,198,0,0,0,1,1,0,0,0,0,0,1
760,2,407,0,0,0,0,0,1,0,0,0,0,1
167,6,246,0,0,0,0,0,1,0,1,0,0,0
706,7,477,0,3,0,1,0,1,1,0,0,0,0
725,4,95,0,2,0,1,1,0,1,0,0,0,0
281,4,289,0,0,1,0,1,0,1,0,0,0,0
417,1,58,0,3,0,1,1,0,0,0,1,0,0
278,3,541,0,0,0,0,1,0,0,0,1,0,0
457,2,281,0,2,0,0,1,0,0,0,1,0,0
438,5,713,0,3,0,1,1,0,1,0,0,0,0
655,7,487,0,2,0,1,0,1,0,1,0,0,0
762,6,223,0,0,0,0,1,0,1,0,0,0,0
779,4,86,0,2,0,0,1,0,1,0,0,0,0
387,3,1119,0,1,0,0,0,0,1,0,0,0,0
458,3,802,0,2,0,0,1,0,1,0,0,0,0
163,5,26,0,1,0,0,1,0,1,0,0,0,0
338,7,3634,0,2,1,1,1,0,0,0,0,1,0
692,3,822,0,1,0,0,1,0,0,1,0,0,0
823,6,185,0,2,0,1,1,0,0,0,1,0,0
253,4,1468,0,1,0,0,1,0,0,1,0,0,0
381,5,1710,0,4,0,1,1,0,1,0,0,0,0
494,4,682,0,3,0,1,1,0,1,0,0,0,0
556,3,1734,0,1,0,0,1,0,0,1,0,0,0
338,8,23,0,2,0,1,0,1,1,0,0,0,0
584,5,2322,0,2,0,0,1,0,0,1,0,0,0
405,8,47,0,2,1,1,0,1,0,1,0,0,0
497,3,822,0,2,0,0,1,0,0,0,0,1,0
609,6,339,0,1,0,0,1,0,1,0,0,0,0
501,5,32,0,0,0,1,0,1,1,0,0,0,0
412,4,2119,0,0,0,0,1,0,1,0,0,0,0
478,5,116,0,2,0,0,1,0,1,0,0,0,0
482,3,1537,0,1,0,0,1,0,1,0,0,0,0
425,1,320,0,2,0,0,1,0,0,1,0,0,0
448,5,1081,0,0,0,1,0,1,1,0,0,0,0
819,3,234,0,2,0,0,0,1,1,0,0,0,0
612,6,700,0,0,1,1,1,0,1,0,0,0,0
440,5,1285,0,2,1,0,1,0,0,1,0,0,0
639,1,668,0,1,0,1,1,0,0,1,0,0,0
433,6,292,0,1,0,0,0,0,1,0,0,0,0
734,1,212,0,0,0,0,0,1,0,1,0,0,0
573,9,153,0,1,0,1,0,1,1,0,0,0,0
478,6,1460,0,2,1,0,1,0,0,1,0,0,0
589,4,755,0,2,0,0,0,1,1,0,0,0,0
185,2,568,0,4,1,1,1,0,1,0,0,0,0
274,3,229,0,2,0,0,1,0,1,0,0,0,0
261,4,454,0,2,0,0,0,1,1,0,0,0,0
528,6,774,0,2,0,0,1,0,1,0,0,0,0
846,2,59,0,2,0,0,0,0,0,0,1,0,0
946,2,357,0,3,1,1,1,0,0,0,1,0,0
627,3,219,0,3,1,1,0,1,0,0,0,1,0
600,4,831,0,2,0,1,1,0,0,0,0,0,1
139,1,745,0,2,0,0,1,0,1,0,0,0,0
391,3,284,0,2,0,0,1,0,1,0,0,0,0
342,3,34,0,0,0,0,1,0,0,1,0,0,0
375,2,161,0,1,0,0,1,0,1,0,0,0,0
466,7,139,0,1,0,1,1,0,1,0,0,0,0
405,2,672,0,0,0,0,1,0,1,0,0,0,0
104,8,148,0,1,0,1,1,0,0,0,0,0,1
649,5,526,0,2,0,0,1,0,1,0,0,0,0
285,7,762,0,2,0,1,1,0,0,0,1,0,0
547,1,1693,0,1,0,0,0,1,1,0,0,0,0
914,2,224,0,3,0,1,0,1,1,0,0,0,0
316,4,164,0,1,0,0,1,0,0,1,0,0,0
64,4,152,0,1,0,1,1,0,0,0,1,0,0
442,8,357,0,0,0,1,0,1,0,1,0,0,0
720,1,837,0,3,0,1,1,0,1,0,0,0,0
891,2,891,0,4,0,1,1,0,0,0,1,0,0
254,3,189,0,3,0,1,1,0,0,0,1,0,0
599,5,112,0,1,0,1,1,0,0,0,0,0,1
406,5,476,0,0,0,0,1,0,1,0,0,0,0
478,2,121,0,1,0,0,1,0,1,0,0,0,0
1028,3,1340,0,3,0,1,1,0,0,0,1,0,0
199,7,70,0,4,0,1,1,0,0,0,1,0,0
550,4,1115,0,0,0,0,1,0,0,0,1,0,0
593,8,34,0,0,1,1,1,0,1,0,0,0,0
717,4,1315,0,2,0,0,1,0,1,0,0,0,0
519,3,789,0,1,0,0,1,0,1,0,0,0,0
561,5,311,0,1,0,0,0,1,1,0,0,0,0
421,7,416,0,0,0,1,1,0,0,1,0,0,0
553,5,895,0,1,0,0,1,0,1,0,0,0,0
431,3,164,0,1,0,1,1,0,0,1,0,0,0
624,5,1768,0,2,0,1,1,0,1,0,0,0,0
426,3,527,0,0,0,0,1,0,1,0,0,0,0
575,6,1142,0,2,0,0,1,0,1,0,0,0,0
494,1,565,0,2,0,0,0,1,0,1,0,0,0
725,6,481,0,3,1,1,1,0,0,1,0,0,0
489,4,507,0,0,1,0,0,1,1,0,0,0,0
145,1,360,0,2,1,1,1,0,1,0,0,0,0
752,1,1055,0,2,1,1,0,0,1,0,0,0,0
318,3,1497,0,0,0,0,0,1,1,0,0,0,0
369,4,1541,0,2,0,0,0,0,1,0,0,0,0
380,4,103,0,0,0,1,1,0,0,0,0,0,1
774,5,1146,0,2,0,0,1,0,1,0,0,0,0
72,3,178,0,1,1,0,0,1,1,0,0,0,0
1127,8,9,0,0,0,1,0,1,1,0,0,0,0
711,5,257,0,1,0,0,0,0,1,0,0,0,0
544,8,277,0,2,0,1,1,0,0,0,0,1,0
489,4,1327,0,1,0,1,0,1,0,0,1,0,0
557,3,1085,0,1,0,0,1,0,1,0,0,0,0
604,3,70,0,1,0,0,1,0,1,0,0,0,0
629,4,315,0,3,0,1,1,0,0,0,1,0,0
611,3,231,0,2,0,0,1,0,0,0,0,0,1
517,5,723,0,1,0,0,0,1,1,0,0,0,0
460,2,623,0,1,0,0,1,0,1,0,0,0,0
469,4,908,0,2,0,1,1,0,0,1,0,0,0
461,6,1932,0,4,0,1,1,0,1,0,0,0,0
726,2,437,0,1,0,0,1,0,1,0,0,0,0
618,4,853,0,3,0,1,1,0,1,0,0,0,0
64,5,2004,0,2,0,0,1,0,0,0,1,0,0
631,7,624,0,2,0,1,1,0,1,0,0,0,0
538,2,294,0,2,0,0,0,1,1,0,0,0,0
496,4,412,0,2,0,0,0,0,1,0,0,0,0
422,3,1123,0,1,0,0,1,0,1,0,0,0,0
724,3,1018,0,2,0,0,1,0,1,0,0,0,0
689,7,1103,0,1,0,1,1,0,1,0,0,0,0
345,8,1087,0,3,0,1,0,1,0,0,1,0,0
581,2,2025,0,3,0,1,1,0,1,0,0,0,0
305,10,1155,0,1,1,1,1,0,1,0,0,0,0
224,4,1547,0,1,0,0,1,0,1,0,0,0,0
374,6,682,0,1,0,1,0,0,1,0,0,0,0
672,3,826,0,2,0,0,1,0,1,0,0,0,0
690,2,2746,0,1,0,0,1,0,0,0,1,0,0
602,3,1634,0,1,0,0,0,0,1,0,0,0,0
645,6,1201,0,0,1,0,1,0,1,0,0,0,0
603,3,925,0,1,0,1,0,1,0,0,1,0,0
371,6,355,0,3,0,1,1,0,1,0,0,0,0
586,4,635,0,2,0,1,0,0,0,0,1,0,0
660,1,45,0,0,1,0,1,0,1,0,0,0,0
650,6,430,0,0,1,1,0,1,0,0,1,0,0
737,4,94,0,3,0,1,1,0,0,1,0,0,0
641,1,1043,0,2,0,0,0,1,0,0,1,0,0
570,2,1782,0,1,0,0,1,0,0,1,0,0,0
714,6,153,0,4,0,1,1,0,0,1,0,0,0
494,4,225,0,4,0,1,0,1,1,0,0,0,0
323,6,1555,0,5,0,1,1,0,1,0,0,0,0
467,3,705,0,1,0,0,1,0,0,0,1,0,0
351,3,709,0,2,0,1,1,0,0,0,1,0,0
364,4,662,0,2,0,0,0,1,0,0,1,0,0
471,2,196,0,2,0,0,1,0,0,1,0,0,0
341,3,223,0,1,0,0,0,1,1,0,0,0,0
438,1,2390,0,1,0,0,1,0,0,0,1,0,0
121,3,1028,0,1,0,0,1,0,0,0,1,0,0
542,4,75,0,2,0,0,1,0,0,0,1,0,0
500,1,201,0,1,0,1,1,0,0,0,0,1,0
336,3,789,0,2,0,1,1,0,1,0,0,0,0
631,1,266,0,2,0,1,1,0,0,1,0,0,0
687,4,231,0,2,0,0,1,0,0,1,0,0,0
178,4,180,0,3,0,1,0,0,1,0,0,0,0
347,8,164,0,0,0,1,1,0,0,0,1,0,0
346,5,760,0,1,1,0,1,0,0,0,1,0,0
312,5,1890,0,1,0,1,1,0,1,0,0,0,0
665,3,358,0,2,0,0,1,0,1,0,0,0,0
461,5,103,0,1,0,1,1,0,1,0,0,0,0
447,5,106,0,3,0,1,1,0,1,0,0,0,0
99,2,2170,0,1,0,1,0,1,0,0,0,0,1
627,3,601,0,1,0,0,1,0,1,0,0,0,0
252,3,502,0,2,0,1,1,0,0,0,1,0,0
511,5,1771,0,0,1,0,1,0,1,0,0,0,0
555,3,565,0,2,0,0,1,0,1,0,0,0,0
772,4,524,0,2,0,0,1,0,0,0,1,0,0
238,4,2090,0,1,0,0,1,0,0,0,1,0,0
64,4,514,0,1,0,0,1,0,0,0,1,0,0
536,5,396,0,2,0,1,1,0,1,0,0,0,0
860,3,697,0,2,0,0,0,1,0,1,0,0,0
747,3,3025,0,2,0,0,1,0,1,0,0,0,0
541,5,2655,0,2,0,0,1,0,0,0,0,1,0
401,7,1195,0,1,1,1,1,0,0,0,1,0,0
661,7,553,0,0,0,1,1,0,0,1,0,0,0
305,4,1706,0,1,0,0,1,0,1,0,0,0,0
595,2,434,0,2,0,0,1,0,0,0,1,0,0
601,5,817,0,2,1,0,0,1,1,0,0,0,0
712,5,158,0,3,0,1,1,0,0,1,0,0,0
1051,4,866,0,1,0,0,1,0,0,1,0,0,0
578,4,258,0,2,0,0,1,0,1,0,0,0,0
398,5,1181,0,0,0,0,1,0,1,0,0,0,0
494,4,427,0,1,0,1,1,0,1,0,0,0,0
146,1,406,0,0,0,0,1,0,0,1,0,0,0
361,4,1098,0,1,0,0,1,0,1,0,0,0,0
418,3,443,0,2,0,0,1,0,0,0,0,1,0
395,6,1001,0,3,0,1,1,0,1,0,0,0,0
530,4,1545,0,3,0,1,0,1,0,0,0,0,1
335,5,117,0,0,0,0,1,0,1,0,0,0,0
724,4,521,0,2,0,1,1,0,1,0,0,0,0
500,2,2319,0,2,0,0,0,1,1,0,0,0,0
498,3,1337,0,2,0,0,0,1,0,0,0,0,1
434,3,2907,0,1,0,0,0,1,1,0,0,0,0
531,5,1574,0,1,0,1,1,0,0,1,0,0,0
665,9,297,0,0,0,1,0,1,1,0,0,0,0
326,4,157,0,1,0,0,1,0,1,0,0,0,0
368,5,189,0,1,0,0,1,0,0,1,0,0,0
439,6,195,0,2,0,1,1,0,1,0,0,0,0
230,6,63,0,2,0,0,0,1,0,0,1,0,0
336,6,1898,0,1,0,0,1,0,1,0,0,0,0
404,4,558,0,1,0,0,1,0,0,1,0,0,0
674,11,85,0,3,0,1,1,0,0,0,1,0,0
552,6,1150,0,0,0,0,1,0,0,0,1,0,0
538,3,315,0,0,0,0,0,1,0,1,0,0,0
670,1,58,0,0,0,0,1,0,1,0,0,0,0
472,8,168,0,1,0,1,1,0,1,0,0,0,0
578,1,857,0,2,0,0,0,1,1,0,0,0,0
479,6,1263,0,2,0,0,1,0,0,0,1,0,0
553,2,234,0,0,0,0,1,0,1,0,0,0,0
383,3,688,0,1,0,0,0,1,1,0,0,0,0
64,7,0,0,0,0,1,0,1,1,0,0,0,0
473,4,261,0,0,1,0,0,1,1,0,0,0,0
784,3,160,0,1,1,0,1,0,1,0,0,0,0
685,9,63,0,1,0,1,1,0,1,0,0,0,0
693,2,529,0,1,0,0,1,0,1,0,0,0,0
747,2,797,0,2,1,0,1,0,1,0,0,0,0
517,3,37,0,2,0,0,1,0,1,0,0,0,0
539,3,118,0,3,1,1,1,0,1,0,0,0,0
376,3,2154,0,2,0,1,0,1,0,0,0,1,0
436,6,201,0,1,0,0,1,0,0,1,0,0,0
623,6,1141,0,1,0,0,1,0,1,0,0,0,0
740,10,1101,0,2,0,1,1,0,1,0,0,0,0
472,2,310,0,1,0,1,1,0,0,0,1,0,0
409,3,182,0,1,0,0,0,0,1,0,0,0,0
500,1,223,0,1,0,0,1,0,0,0,0,1,0
620,3,667,0,2,0,0,1,0,1,0,0,0,0
211,3,383,0,0,0,0,1,0,1,0,0,0,0
64,5,547,0,2,0,0,1,0,1,0,0,0,0
389,3,1335,0,0,0,0,1,0,1,0,0,0,0
255,3,558,0,2,0,0,0,1,0,0,1,0,0
398,2,4276,0,0,0,0,1,0,1,0,0,0,0
470,3,876,0,2,0,0,1,0,0,0,1,0,0
409,2,185,0,3,0,1,1,0,0,1,0,0,0
790,7,553,0,2,0,1,0,1,0,0,1,0,0
565,2,1343,0,3,1,1,0,1,1,0,0,0,0
560,7,197,0,1,1,1,1,0,1,0,0,0,0
624,5,1045,0,1,0,0,1,0,0,0,1,0,0
272,5,27,0,1,0,0,0,1,1,0,0,0,0
707,2,2286,0,3,0,1,0,1,0,1,0,0,0
484,1,870,0,0,0,0,0,1,1,0,0,0,0
634,6,141,0,0,0,0,0,1,1,0,0,0,0
285,5,1659,0,0,0,1,1,0,1,0,0,0,0
189,4,68,0,1,1,0,1,0,1,0,0,0,0
663,5,416,0,1,0,0,0,1,0,1,0,0,0
575,5,1068,0,1,0,0,0,1,1,0,0,0,0
319,4,2216,0,2,1,0,1,0,0,0,0,1,0
326,2,343,0,1,0,1,1,0,1,0,0,0,0
725,4,1419,0,1,0,0,0,0,0,1,0,0,0
262,5,175,0,1,0,1,1,0,1,0,0,0,0
828,4,28,0,1,0,0,0,1,1,0,0,0,0
319,4,23,0,1,0,0,1,0,1,0,0,0,0
627,2,858,0,1,0,0,1,0,1,0,0,0,0
434,2,133,0,1,1,1,1,0,0,0,1,0,0
620,3,41,0,2,0,0,1,0,0,1,0,0,0
391,5,3009,0,3,0,1,1,0,0,0,1,0,0
467,1,221,0,2,0,0,1,0,0,0,0,0,1
508,3,496,0,3,0,1,0,1,0,0,0,1,0
299,5,759,0,1,0,0,0,0,1,0,0,0,0
648,1,124,0,1,0,0,1,0,0,0,1,0,0
397,3,353,0,1,1,0,1,0,1,0,0,0,0
454,6,834,0,3,0,1,1,0,1,0,0,0,0
301,1,816,0,1,0,0,1,0,0,1,0,0,0
64,3,1476,0,2,0,1,1,0,1,0,0,0,0
461,4,460,0,2,0,1,1,0,0,0,1,0,0
982,1,1764,0,3,0,1,1,0,1,0,0,0,0
656,7,917,0,1,0,1,1,0,1,0,0,0,0
496,4,660,0,1,0,0,1,0,1,0,0,0,0
447,1,99,0,2,0,1,0,1,1,0,0,0,0
504,8,683,0,1,0,1,1,0,1,0,0,0,0
609,3,722,0,3,0,1,0,1,0,1,0,0,0
263,2,1137,0,3,0,1,0,1,1,0,0,0,0
722,5,1015,0,1,0,0,0,0,0,0,1,0,0
643,3,603,0,0,0,0,0,1,1,0,0,0,0
643,11,718,0,2,0,1,1,0,1,0,0,0,0
587,6,1183,0,1,0,1,1,0,0,1,0,0,0
503,3,346,0,3,0,1,1,0,1,0,0,0,0
634,3,115,0,2,0,0,0,1,1,0,0,0,0
618,6,1659,0,1,0,0,0,1,1,0,0,0,0
429,2,2682,0,2,0,0,0,1,0,0,1,0,0
385,3,448,0,3,0,1,1,0,1,0,0,0,0
520,7,3709,0,3,0,1,0,1,0,0,0,1,0
809,4,311,0,1,1,0,1,0,0,0,1,0,0
252,7,55,0,1,0,1,1,0,1,0,0,0,0
206,5,679,0,0,1,1,0,1,1,0,0,0,0
532,2,1621,0,1,0,1,1,0,0,1,0,0,0
510,3,768,0,1,1,1,0,0,0,0,0,1,0
534,5,7,0,2,0,0,1,0,0,1,0,0,0
548,7,9,0,1,1,1,0,1,1,0,0,0,0
455,5,1030,0,2,0,0,1,0,1,0,0,0,0
797,9,1493,0,1,0,1,0,1,1,0,0,0,0
179,2,233,0,2,1,0,0,1,1,0,0,0,0
334,5,508,0,1,0,0,0,1,1,0,0,0,0
479,5,2597,0,3,0,1,1,0,0,1,0,0,0
171,6,493,0,3,0,1,0,1,0,1,0,0,0
464,1,116,0,1,0,0,1,0,1,0,0,0,0
832,5,1941,0,1,0,1,1,0,0,1,0,0,0
504,3,546,0,2,0,0,1,0,0,0,1,0,0
546,3,337,0,1,0,1,0,1,1,0,0,0,0
247,3,82,0,2,0,0,1,0,1,0,0,0,0
376,6,490,0,1,0,0,0,1,0,0,0,1,0
424,3,1174,0,1,1,0,0,1,1,0,0,0,0
436,3,1010,0,2,0,1,1,0,0,0,0,0,1
756,5,549,0,0,0,1,0,1,0,0,0,0,1
611,2,1017,0,0,0,0,1,0,0,1,0,0,0
277,2,345,0,0,0,1,0,1,1,0,0,0,0
549,2,1063,0,2,0,0,1,0,1,0,0,0,0
599,3,71,0,3,1,1,1,0,1,0,0,0,0
728,3,177,0,3,0,1,1,0,1,0,0,0,0
816,7,1681,0,1,0,1,1,0,0,1,0,0,0
296,4,278,0,2,0,0,1,0,0,0,1,0,0
337,3,184,0,2,0,0,1,0,0,1,0,0,0
248,3,74,0,1,0,0,1,0,0,1,0,0,0
453,4,399,0,2,0,1,1,0,0,0,0,0,1
593,4,55,0,1,0,1,1,0,0,0,1,0,0
697,3,549,0,2,0,0,0,1,0,0,1,0,0
484,1,2012,0,1,0,0,1,0,0,0,1,0,0
436,4,1237,0,0,0,0,0,1,0,0,1,0,0
530,1,33,0,3,0,1,1,0,1,0,0,0,0
332,4,285,0,1,0,1,1,0,0,0,1,0,0
917,6,166,0,0,0,0,1,0,0,0,1,0,0
178,1,55,0,2,0,0,1,0,1,0,0,0,0
536,4,92,0,3,1,1,1,0,1,0,0,0,0
904,1,1910,0,0,0,0,1,0,1,0,0,0,0
501,5,296,0,3,0,1,0,1,0,1,0,0,0
461,3,398,0,0,0,0,0,1,1,0,0,0,0
428,5,531,0,1,0,0,1,0,0,1,0,0,0
463,6,1092,0,0,1,1,0,1,1,0,0,0,0
774,4,1281,0,0,0,0,1,0,0,0,1,0,0
64,7,2653,0,0,0,1,1,0,0,1,0,0,0
806,2,189,0,3,0,1,1,0,0,1,0,0,0
215,5,286,0,0,0,0,0,1,0,1,0,0,0
446,4,300,0,2,1,0,0,1,0,1,0,0,0
414,3,471,0,2,0,1,0,1,0,0,1,0,0
617,4,1317,0,2,0,0,1,0,0,0,1,0,0
180,6,218,0,2,0,1,1,0,0,0,0,0,1
592,5,1221,0,1,0,0,0,1,0,1,0,0,0
904,4,182,0,0,0,0,1,0,1,0,0,0,0
227,1,990,0,0,1,0,1,0,1,0,0,0,0
537,4,1283,0,3,0,1,1,0,1,0,0,0,0
367,4,1538,0,2,0,0,1,0,1,0,0,0,0
585,5,571,0,1,1,0,1,0,0,1,0,0,0
503,5,318,0,2,0,0,1,0,1,0,0,0,0
371,6,1184,0,1,0,0,1,0,1,0,0,0,0
597,3,309,0,4,0,1,1,0,1,0,0,0,0
860,8,128,0,2,0,1,1,0,1,0,0,0,0
461,5,1439,0,0,0,0,1,0,1,0,0,0,0
643,5,423,0,1,0,0,1,0,0,0,1,0,0
241,3,676,0,1,0,0,1,0,0,1,0,0,0
308,3,2005,0,0,0,1,1,0,0,0,1,0,0
594,4,116,0,3,0,1,1,0,1,0,0,0,0
796,3,651,0,1,0,1,0,1,1,0,0,0,0
571,2,654,0,1,0,0,0,1,1,0,0,0,0
437,3,1583,0,2,0,1,1,0,0,0,1,0,0
499,6,333,0,2,0,1,1,0,0,1,0,0,0
249,4,410,0,1,0,1,0,1,1,0,0,0,0
620,5,585,0,0,0,0,1,0,1,0,0,0,0
676,8,146,0,0,0,1,1,0,1,0,0,0,0
409,2,508,0,3,0,1,1,0,0,1,0,0,0
405,8,458,0,1,0,1,1,0,1,0,0,0,0
553,6,175,0,1,0,0,1,0,0,0,0,1,0
412,7,1431,0,4,1,1,0,0,0,0,0,0,1
486,3,451,0,1,0,1,0,1,0,0,1,0,0
919,1,292,0,2,1,0,1,0,1,0,0,0,0
450,7,111,0,5,0,1,1,0,1,0,0,0,0
428,3,75,0,0,1,0,1,0,0,1,0,0,0
370,3,2579,0,2,0,0,1,0,0,0,1,0,0
648,2,4263,0,2,1,1,1,0,1,0,0,0,0
463,4,1825,0,3,0,1,1,0,1,0,0,0,0
370,3,490,0,1,0,0,1,0,1,0,0,0,0
764,2,1319,0,0,0,0,1,0,1,0,0,0,0
783,6,1437,0,0,0,0,1,0,0,0,1,0,0
379,4,285,0,1,0,1,0,0,0,1,0,0,0
126,2,705,0,0,1,0,1,0,0,0,1,0,0
701,2,2513,0,1,1,1,0,0,1,0,0,0,0
363,7,262,0,3,0,1,1,0,0,0,1,0,0
658,3,869,0,1,0,0,1,0,1,0,0,0,0
105,7,869,0,2,1,1,1,0,1,0,0,0,0
678,3,482,0,4,0,1,1,0,1,0,0,0,0
257,3,539,0,1,1,0,1,0,1,0,0,0,0
646,1,487,0,1,0,0,0,1,0,0,1,0,0
502,6,588,0,3,1,1,0,0,0,1,0,0,0
309,2,128,0,2,0,0,1,0,0,0,0,0,1
418,2,1266,0,0,0,0,1,0,0,0,1,0,0
637,5,865,0,0,0,1,1,0,1,0,0,0,0
521,4,2914,0,2,0,0,1,0,1,0,0,0,0
616,5,225,0,1,0,0,1,0,0,0,1,0,0
895,4,126,0,1,0,0,1,0,1,0,0,0,0
187,7,335,0,2,0,1,1,0,1,0,0,0,0
823,2,570,0,1,0,0,1,0,1,0,0,0,0
520,4,183,0,2,0,1,1,0,1,0,0,0,0
320,2,493,0,3,0,1,1,0,0,0,0,0,1
233,6,823,0,1,0,0,1,0,1,0,0,0,0
462,10,46,0,2,0,1,0,0,1,0,0,0,0
684,2,1135,0,1,0,0,1,0,1,0,0,0,0
474,3,2246,0,0,0,0,0,1,1,0,0,0,0
802,7,249,0,1,0,1,0,1,0,0,0,0,1
209,1,1197,0,1,0,0,0,0,1,0,0,0,0
497,11,432,0,1,0,1,0,1,1,0,0,0,0
249,4,873,0,1,0,0,1,0,1,0,0,0,0
572,4,1086,0,1,0,0,0,1,0,0,1,0,0
677,6,279,0,0,0,1,1,0,0,1,0,0,0
415,4,1238,0,1,1,0,1,0,0,1,0,0,0
64,3,88,0,1,0,0,0,0,1,0,0,0,0
539,5,3457,0,2,0,0,0,1,0,0,1,0,0
587,5,328,0,0,0,0,0,0,1,0,0,0,0
580,7,202,0,3,1,1,0,1,0,0,0,0,1
747,5,119,0,1,0,0,0,1,0,0,1,0,0
285,5,1337,0,1,0,1,0,1,1,0,0,0,0
636,6,705,0,2,0,0,0,1,0,0,1,0,0
738,2,2423,0,1,1,0,1,0,0,0,1,0,0
144,5,834,0,2,0,0,0,1,0,0,0,1,0
563,5,333,0,1,0,0,0,1,1,0,0,0,0
399,5,1448,0,1,0,1,0,1,0,1,0,0,0
483,5,264,0,1,0,1,1,0,0,0,0,0,1
569,5,274,0,1,0,0,1,0,0,0,1,0,0
402,3,22,0,1,0,1,1,0,1,0,0,0,0
364,3,232,0,2,0,1,0,1,0,0,0,0,1
506,4,242,0,0,0,0,1,0,0,0,1,0,0
282,1,282,0,0,0,0,1,0,0,0,0,0,1
282,6,367,0,1,0,0,1,0,1,0,0,0,0
635,1,687,0,0,1,0,0,1,1,0,0,0,0
270,1,195,0,1,0,1,0,1,0,0,0,1,0
633,3,810,0,2,0,0,0,1,0,1,0,0,0
592,4,114,0,2,0,0,1,0,1,0,0,0,0
154,2,2137,0,1,1,0,1,0,1,0,0,0,0
364,3,21,0,2,0,0,1,0,1,0,0,0,0
738,4,1910,0,2,1,1,1,0,0,0,0,1,0
303,5,633,0,1,0,1,0,1,1,0,0,0,0
407,4,990,0,2,0,1,1,0,0,1,0,0,0
592,4,283,0,2,0,0,1,0,0,0,1,0,0
656,5,152,0,1,0,0,1,0,1,0,0,0,0
